"1","510175411","placing","1","null","1","24"
"1","510175411","placing","2","reaching","25","92"
"1","510175411","placing","3","moving","93","228"
"1","510175411","placing","4","placing","229","279"
"1","510175431","placing","5","moving","1","40"
"1","510175431","placing","6","null","41","79"
"1","510175431","placing","7","reaching","80","99"
"1","510175431","placing","8","moving","100","188"
"1","510175431","placing","9","placing","189","227"
"1","510175554","placing","10","null","1","29"
"1","510175554","placing","11","reaching","30","53"
"1","510175554","placing","12","moving","54","138"
"1","510175554","placing","13","placing","139","166"
"1","510175829","bending","165","null","1","18"
"1","510175829","bending","166","reaching","19","63"
"1","510175829","bending","167","moving","64","133"
"1","510175829","bending","168","null","134","159"
"1","510175855","bending","169","null","1","18"
"1","510175855","bending","170","reaching","19","65"
"1","510175855","bending","171","moving","66","165"
"1","510175921","bending","172","null","1","31"
"1","510175921","bending","173","reaching","32","77"
"1","510175921","bending","174","moving","78","149"
"1","510175921","bending","175","null","150","174"
"1","510180218","takeout","210","null","1","37"
"1","510180218","takeout","211","reaching","38","86"
"1","510180218","takeout","212","opening","87","158"
"1","510180218","takeout","213","reaching","159","197"
"1","510180218","takeout","214","moving","198","238"
"1","510180218","takeout","215","placing","239","271"
"1","510180218","takeout","216","reaching","272","279"
"1","510180218","takeout","217","closing","280","333"
"1","510180342","takeout","218","null","1","29"
"1","510180342","takeout","219","reaching","30","98"
"1","510180342","takeout","220","opening","99","179"
"1","510180342","takeout","221","reaching","180","237"
"1","510180342","takeout","222","moving","238","309"
"1","510180342","takeout","223","placing","310","340"
"1","510180342","takeout","224","reaching","341","366"
"1","510180342","takeout","225","closing","367","441"
"1","510180532","takeout","226","null","1","30"
"1","510180532","takeout","227","reaching","31","80"
"1","510180532","takeout","228","opening","81","176"
"1","510180532","takeout","229","reaching","177","212"
"1","510180532","takeout","230","moving","213","274"
"1","510180532","takeout","231","placing","275","305"
"1","510180532","takeout","232","reaching","306","315"
"1","510180532","takeout","233","closing","316","376"
"1","510181236","cleaning","14","null","1","40"
"1","510181236","cleaning","15","reaching","41","85"
"1","510181236","cleaning","16","opening","86","205"
"1","510181236","cleaning","17","reaching","206","232"
"1","510181236","cleaning","18","moving","233","278"
"1","510181236","cleaning","19","cleaning","279","425"
"1","510181236","cleaning","20","moving","426","439"
"1","510181236","cleaning","21","placing","440","457"
"1","510181236","cleaning","22","reaching","458","477"
"1","510181236","cleaning","23","closing","478","531"
"1","510181310","cleaning","24","null","1","30"
"1","510181310","cleaning","25","moving","31","107"
"1","510181310","cleaning","26","reaching","108","142"
"1","510181310","cleaning","27","opening","143","223"
"1","510181310","cleaning","28","reaching","224","240"
"1","510181310","cleaning","29","moving","241","290"
"1","510181310","cleaning","30","cleaning","291","437"
"1","510181310","cleaning","31","moving","438","461"
"1","510181310","cleaning","32","placing","462","478"
"1","510181310","cleaning","33","reaching","479","504"
"1","510181310","cleaning","34","closing","505","582"
"1","510181415","cleaning","35","null","1","32"
"1","510181415","cleaning","36","reaching","33","78"
"1","510181415","cleaning","37","opening","79","165"
"1","510181415","cleaning","38","reaching","166","178"
"1","510181415","cleaning","39","moving","179","217"
"1","510181415","cleaning","40","cleaning","218","416"
"1","510181415","cleaning","41","moving","417","433"
"1","510181415","cleaning","42","placing","434","448"
"1","510181415","cleaning","43","reaching","449","463"
"1","510181415","cleaning","44","closing","464","530"
"1","510182019","eating","45","moving","1","83"
"1","510182019","eating","46","eating","84","100"
"1","510182019","eating","47","moving","101","134"
"1","510182019","eating","48","reaching","135","155"
"1","510182019","eating","49","moving","156","194"
"1","510182019","eating","50","drinking","195","240"
"1","510182019","eating","51","moving","241","276"
"1","510182019","eating","52","placing","277","332"
"1","510182019","eating","53","reaching","333","345"
"1","510182019","eating","54","moving","346","370"
"1","510182019","eating","55","eating","371","384"
"1","510182019","eating","56","moving","385","444"
"1","510182057","eating","57","null","1","14"
"1","510182057","eating","58","reaching","15","73"
"1","510182057","eating","59","moving","74","116"
"1","510182057","eating","60","drinking","117","172"
"1","510182057","eating","61","moving","173","203"
"1","510182057","eating","62","placing","204","233"
"1","510182057","eating","63","reaching","234","261"
"1","510182057","eating","64","moving","262","298"
"1","510182057","eating","65","eating","299","379"
"1","510182057","eating","66","moving","380","422"
"1","510182057","eating","67","placing","423","458"
"1","510182057","eating","68","null","459","467"
"1","510182057","eating","69","reaching","468","484"
"1","510182057","eating","70","moving","485","529"
"1","510182057","eating","71","drinking","530","554"
"1","510182057","eating","72","moving","555","590"
"1","510182057","eating","73","placing","591","631"
"1","510182137","eating","74","null","1","27"
"1","510182137","eating","75","reaching","28","60"
"1","510182137","eating","76","moving","61","106"
"1","510182137","eating","77","drinking","107","154"
"1","510182137","eating","78","moving","155","184"
"1","510182137","eating","79","placing","185","212"
"1","510182137","eating","80","null","213","222"
"1","510182137","eating","81","reaching","223","241"
"1","510182137","eating","82","moving","242","285"
"1","510182137","eating","83","eating","286","374"
"1","510182137","eating","84","moving","375","414"
"1","510182137","eating","85","reaching","415","437"
"1","510182137","eating","86","moving","438","474"
"1","510182137","eating","87","drinking","475","490"
"1","510182137","eating","88","moving","491","507"
"1","510182137","eating","89","placing","508","533"
"1","1204142055","cereal","90","moving","20","85"
"1","1204142055","cereal","91","placing","86","108"
"1","1204142055","cereal","92","reaching","109","148"
"1","1204142055","cereal","93","moving","149","215"
"1","1204142055","cereal","94","pouring","216","282"
"1","1204142055","cereal","95","moving","283","318"
"1","1204142055","cereal","96","placing","319","350"
"1","1204142055","cereal","97","reaching","351","368"
"1","1204142055","cereal","98","reaching","369","395"
"1","1204142055","cereal","99","moving","396","453"
"1","1204142055","cereal","100","pouring","454","490"
"1","1204142055","cereal","101","moving","491","509"
"1","1204142227","cereal","102","moving","40","97"
"1","1204142227","cereal","103","placing","98","132"
"1","1204142227","cereal","104","reaching","133","175"
"1","1204142227","cereal","105","moving","176","206"
"1","1204142227","cereal","106","pouring","207","300"
"1","1204142227","cereal","107","moving","301","324"
"1","1204142227","cereal","108","placing","325","340"
"1","1204142227","cereal","109","reaching","341","373"
"1","1204142227","cereal","110","moving","374","482"
"1","1204142227","cereal","111","pouring","483","578"
"1","1204142227","cereal","112","moving","579","679"
"1","1204142227","cereal","113","placing","680","725"
"1","1204142500","cereal","114","moving","20","64"
"1","1204142500","cereal","115","placing","65","93"
"1","1204142500","cereal","116","reaching","94","124"
"1","1204142500","cereal","117","moving","125","133"
"1","1204142500","cereal","118","pouring","134","180"
"1","1204142500","cereal","119","moving","181","204"
"1","1204142500","cereal","120","placing","205","255"
"1","1204142500","cereal","121","reaching","256","283"
"1","1204142500","cereal","122","moving","284","362"
"1","1204142500","cereal","123","pouring","363","426"
"1","1204142500","cereal","124","moving","427","455"
"1","1204142500","cereal","125","placing","456","500"
"1","1204142616","cereal","126","moving","20","65"
"1","1204142616","cereal","127","placing","66","89"
"1","1204142616","cereal","128","reaching","90","123"
"1","1204142616","cereal","129","moving","124","160"
"1","1204142616","cereal","130","pouring","161","235"
"1","1204142616","cereal","131","moving","236","265"
"1","1204142616","cereal","132","placing","266","295"
"1","1204142616","cereal","133","reaching","307","315"
