"3","2","204140840","microwave","751","null","null","0.8588245326783565","1","45","1","2","box","484.6679992675781","337.7879638671875","-529.803 241.042 64.5242"
"3","2","204140840","microwave","751","null","null","0.8588245326783565","1","45","2","2","box","477.310546875","336.25921630859375","-527.071 243.791 65.1472"
"3","2","204140840","microwave","751","null","null","0.8588245326783565","1","45","3","2","box","478.3616027832031","341.69659423828125","-529.427 241.283 64.8491"
"3","2","204140840","microwave","751","null","null","0.8588245326783565","1","45","4","2","box","479.03155517578125","344.0018615722656","-529.725 241.286 64.1122"
"3","2","204140840","microwave","751","null","null","0.8588245326783565","1","45","5","2","box","480.61785888671875","342.23834228515625","-529.181 241.092 64.4858"
"3","2","204140840","microwave","751","null","null","0.8588245326783565","1","45","6","2","box","478.8644104003906","341.5202941894531","-529.797 241.237 64.1946"
"3","2","204140840","microwave","751","null","null","0.8588245326783565","1","45","7","2","box","478.9679870605469","341.1251525878906","-530.034 240.888 64.4069"
"3","2","204140840","microwave","751","null","null","0.8588245326783565","1","45","8","2","box","479.292236328125","339.9993591308594","-529.083 241.574 64.3128"
"3","2","204140840","microwave","751","null","null","0.8588245326783565","1","45","9","2","box","479.4927673339844","340.41961669921875","-529.893 241.168 64.8531"
"3","2","204140840","microwave","751","null","null","0.8588245326783565","1","45","10","2","box","477.9663391113281","340.7641296386719","-529.936 241.466 64.599"
"3","2","204140840","microwave","751","null","null","0.8588245326783565","1","45","11","2","box","477.8387756347656","340.696533203125","-529.923 241.055 64.5526"
"3","2","204140840","microwave","751","null","null","0.8588245326783565","1","45","12","2","box","478.1892395019531","339.52313232421875","-528.614 241.155 64.4409"
"3","2","204140840","microwave","751","null","null","0.8588245326783565","1","45","13","2","box","475.9681396484375","337.9565734863281","-527.133 241.759 64.2717"
"3","2","204140840","microwave","751","null","null","0.8588245326783565","1","45","14","2","box","475.69683837890625","337.81390380859375","-526.668 242.852 64.5956"
"3","2","204140840","microwave","751","null","null","0.8588245326783565","1","45","15","2","box","477.3563537597656","338.9072570800781","-529.161 241.184 64.6519"
"3","2","204140840","microwave","751","null","null","0.8588245326783565","1","45","16","2","box","476.48321533203125","337.3451843261719","-528.445 242.022 64.3255"
"3","2","204140840","microwave","751","null","null","0.8588245326783565","1","45","17","2","box","480.1657409667969","339.1806945800781","-531.164 241.363 64.3618"
"3","2","204140840","microwave","751","null","null","0.8588245326783565","1","45","18","2","box","477.00750732421875","336.87158203125","-530.327 240.893 64.6254"
